timestamp,ear,pitch_adj,yaw_adj,blink_rate,closed_frames,label
1784730266.22,0.2394,-9.7,-9.9,10,0,Distracted
1784730266.408,0.2483,-29.8,16.9,9,0,Distracted
1784730266.614,0.2706,-29.5,15.0,7,0,Distracted
1784730266.82,0.2759,-31.2,12.1,6,0,Distracted
1784730266.98,0.27,-32.1,11.8,6,0,Distracted
1784730267.143,0.2862,-32.0,13.6,5,0,Distracted
1784730267.322,0.2141,-41.4,20.0,5,0,Distracted
1784730267.512,0.271,-31.1,-46.9,5,0,Distracted
1784730267.707,0.2487,-33.9,-2.2,5,0,Distracted
1784730268.119,0.292,-37.9,-11.3,5,0,Distracted
1784730268.309,0.3188,-32.5,-48.8,3,0,Distracted
1784730268.484,0.3542,-22.8,-47.1,2,0,Distracted
1784730268.674,0.3467,-20.9,-45.4,2,0,Distracted
1784730268.892,0.2163,-17.9,-32.6,2,0,Distracted
1784730269.046,0.0729,-32.4,9.9,2,2,Distracted
1784730269.233,0.1743,-35.3,11.8,2,7,Distracted
1784730269.387,0.2532,-37.2,12.7,3,0,Distracted
1784730269.556,0.2602,-42.2,14.1,3,0,Distracted
1784730269.749,0.0659,-49.1,13.5,3,2,Distracted
1784730269.909,0.1979,-49.8,14.1,3,7,Distracted
1784730270.098,0.2125,-51.8,13.7,3,0,Distracted
1784730270.269,0.1274,-54.4,10.6,4,2,Distracted
1784730270.44,0.1988,-53.3,15.8,4,1,Distracted
1784730270.634,0.2483,-51.1,14.7,5,0,Distracted
1784730270.81,0.2024,-49.9,15.8,5,0,Distracted
1784730271.009,0.2178,-45.8,15.0,5,0,Distracted
1784730271.184,0.2306,-41.6,15.9,5,0,Distracted
1784730271.351,0.0758,-40.8,16.1,5,3,Distracted
1784730271.526,0.151,-41.9,19.3,5,8,Distracted
1784730271.685,0.2478,-44.4,20.8,6,0,Distracted
1784730271.867,0.0917,-48.8,25.8,7,3,Distracted
1784730272.051,0.3075,-49.3,37.2,8,0,Distracted
1784730272.212,0.2512,-49.2,43.7,8,0,Distracted
1784730272.407,0.1028,-53.3,42.0,8,3,Distracted
1784730272.575,0.1338,-61.7,42.2,8,8,Distracted
1784730274.048,0.2166,-58.3,14.0,10,0,Distracted
1784730274.231,0.2011,-52.4,15.5,12,0,Distracted
1784730274.436,0.2537,-45.9,15.6,11,0,Distracted
1784730274.659,0.2667,-42.3,15.3,11,0,Distracted
1784730274.816,0.2746,-37.8,16.1,11,0,Distracted
1784730274.998,0.257,-36.5,18.0,10,0,Distracted
1784730275.189,0.2915,-34.4,18.1,10,0,Distracted
1784730275.38,0.2692,-34.0,19.4,8,0,Distracted
1784730275.554,0.2944,-32.3,19.3,7,0,Distracted
1784730275.765,0.268,-30.8,15.9,7,0,Distracted
1784730275.94,0.2512,-31.0,16.3,7,0,Distracted
1784730276.147,0.2445,-28.0,14.9,7,0,Distracted
1784730276.279,0.2378,-27.3,15.4,7,0,Distracted
1784730276.47,0.2669,-27.2,15.6,7,0,Distracted
1784730276.626,0.2629,-25.5,17.6,6,0,Distracted
1784730276.772,0.2438,-23.4,25.4,6,0,Distracted
1784730276.953,0.2508,-0.6,-4.4,5,0,Distracted
1784730277.142,0.2364,-0.4,-7.1,4,0,Distracted
1784730277.317,0.2611,0.0,-18.7,4,0,Distracted
1784730277.505,0.2824,1.3,-35.6,4,0,Distracted
1784730277.684,0.3441,-3.8,-39.9,4,0,Distracted
1784730277.845,0.3692,-7.6,-42.2,4,0,Distracted
1784730278.021,0.3656,-11.2,-44.0,4,0,Distracted
1784730278.21,0.3637,-14.4,-43.1,4,0,Distracted
1784730278.395,0.334,-14.5,-42.4,4,0,Distracted
1784730278.583,0.3421,-17.9,-43.3,4,0,Distracted
1784730278.764,0.2933,-12.4,-38.4,4,0,Distracted
1784730278.944,0.234,-9.2,-36.7,5,0,Distracted
1784730279.097,0.2651,-10.3,-31.9,3,0,Distracted
1784730279.264,0.2847,-8.8,-27.2,1,0,Distracted
1784730279.448,0.2714,-6.3,-22.3,1,0,Distracted
1784730279.637,0.2787,-5.9,-19.9,1,0,Distracted
1784730279.807,0.2625,-1.4,-16.2,1,0,Distracted
1784730279.967,0.2453,0.2,-11.0,1,0,Distracted
1784730280.138,0.2731,0.9,-9.6,1,0,Distracted
1784730280.324,0.258,1.7,-9.3,1,0,Distracted
1784730280.521,0.2304,-1.5,-14.7,1,0,Distracted
1784730280.723,0.2515,-4.1,-21.8,1,0,Distracted
1784730280.909,0.2657,-24.6,22.1,1,0,Distracted
1784730281.093,0.2543,-22.9,20.0,1,0,Distracted
1784730281.258,0.2533,-3.4,-21.8,1,0,Distracted
1784730281.445,0.2499,-3.3,-22.4,1,0,Distracted
1784730281.61,0.2342,-3.6,-20.9,1,0,Distracted
1784730281.846,0.1203,-11.6,-29.9,1,4,Distracted
1784730282.011,0.2413,-15.1,-32.4,2,0,Distracted
1784730282.212,0.2219,-20.5,-31.6,2,0,Distracted
1784730282.405,0.237,-35.7,5.8,2,0,Distracted
1784730282.613,0.1842,-34.8,8.0,2,1,Distracted
1784730282.76,0.0972,-32.1,16.4,2,6,Distracted
1784730282.927,0.1914,-27.1,38.9,2,11,Distracted
1784730283.088,0.2128,-28.8,45.0,2,0,Distracted
1784730283.267,0.2082,-29.3,47.3,2,0,Distracted
1784730283.428,0.2296,-30.2,48.3,2,0,Distracted
1784730283.618,0.2474,-29.5,52.1,2,0,Distracted
1784730283.783,0.2277,-30.2,52.7,2,0,Distracted
1784730284.006,0.2397,-29.8,53.1,1,0,Distracted
1784730284.213,0.1685,-32.5,52.0,1,3,Distracted
1784730284.372,0.2302,-29.3,47.0,2,0,Distracted
1784730284.552,0.2471,-26.3,33.6,3,0,Distracted
1784730284.708,0.2349,-27.0,17.5,3,0,Distracted
1784730284.887,0.2876,-34.6,-45.4,3,0,Distracted
1784730285.046,0.2695,-37.6,-43.1,3,0,Distracted
1784730285.223,0.2878,-26.4,-41.8,3,0,Distracted
1784730285.395,0.2987,-22.4,-39.5,3,0,Distracted
1784730285.582,0.2911,-18.3,-38.1,3,0,Distracted
1784730285.751,0.2699,-9.3,-33.0,3,0,Distracted
1784730285.91,0.3151,0.4,-27.0,3,0,Distracted
1784730286.087,0.327,3.5,-23.7,3,0,Distracted
1784730286.275,0.3212,6.0,-20.8,3,0,Distracted
1784730286.439,0.2969,5.7,-19.2,3,0,Distracted
1784730286.627,0.3018,4.3,-19.2,3,0,Distracted
1784730286.793,0.3123,3.4,-20.9,3,0,Distracted
1784730286.965,0.326,4.4,-20.2,2,0,Distracted
1784730287.154,0.3294,3.9,-20.9,2,0,Distracted
1784730287.316,0.3262,3.5,-23.9,2,0,Distracted
1784730287.48,0.3328,3.4,-25.3,2,0,Distracted
1784730287.658,0.3155,3.0,-24.9,2,0,Distracted
1784730287.848,0.3151,4.0,-23.0,2,0,Distracted
1784730288.018,0.312,3.6,-23.1,2,0,Distracted
1784730288.189,0.3235,3.3,-25.8,2,0,Distracted
1784730288.357,0.3108,1.9,-27.6,2,0,Distracted
1784730288.563,0.2855,1.8,-28.6,2,0,Distracted
1784730288.741,0.2764,0.7,-28.5,2,0,Distracted
1784730288.903,0.2527,3.7,-25.8,2,0,Distracted
1784730289.1,0.2428,7.0,-18.6,3,0,Distracted
1784730289.287,0.2729,8.6,-14.7,3,0,Distracted
1784730289.459,0.2754,9.5,-9.7,1,0,Distracted
1784730289.656,0.2941,11.0,-8.6,1,0,Distracted
1784730289.863,0.2877,12.0,-3.2,1,0,Distracted
1784730290.037,0.2986,11.7,-3.3,1,0,Distracted
1784730290.23,0.2873,7.7,-11.0,1,0,Distracted
1784730290.4,0.2881,2.9,-16.6,1,0,Distracted
1784730290.587,0.2835,-3.4,-27.4,1,0,Distracted
1784730290.731,0.2771,-7.8,-30.9,1,0,Distracted
1784730290.95,0.1009,-27.3,5.7,1,3,Distracted
1784730291.11,0.2294,-33.0,4.9,2,0,Distracted
1784730291.269,0.2337,-43.6,7.2,2,0,Distracted
1784730291.456,0.2411,-48.0,11.3,2,0,Distracted
1784730291.637,0.2114,-50.4,15.1,2,0,Distracted
1784730291.817,0.2047,-54.3,17.3,3,0,Distracted
1784730291.971,0.2106,-53.3,18.3,4,0,Distracted
1784730292.138,0.1838,-46.7,19.4,5,1,Distracted
1784730292.323,0.2174,-44.2,20.2,6,0,Distracted
1784730292.482,0.2098,-42.2,19.8,7,0,Distracted
1784730292.643,0.203,-41.6,19.3,8,0,Distracted
1784730292.811,0.1946,-40.9,19.1,8,1,Distracted
1784730293.012,0.2065,-41.2,19.9,9,0,Distracted
1784730293.19,0.206,-40.7,22.6,11,0,Distracted
1784730293.344,0.1824,-43.1,22.3,11,5,Distracted
1784730293.516,0.2076,-45.6,21.0,12,0,Distracted
1784730293.703,0.1985,-44.7,18.8,13,1,Distracted
1784730293.904,0.2054,-47.1,14.5,14,0,Distracted
1784730294.052,0.192,-49.4,13.8,15,1,Distracted
1784730294.197,0.1867,-50.5,13.6,15,3,Distracted
1784730294.363,0.2217,-52.1,12.9,17,0,Distracted
1784730294.566,0.2149,-49.3,10.7,17,0,Distracted
1784730294.725,0.2185,-47.9,9.8,17,0,Distracted
1784730294.88,0.2273,-45.1,12.1,17,0,Distracted
1784730295.062,0.2005,-40.7,14.6,19,0,Distracted
1784730295.273,0.1997,-35.8,20.9,20,1,Distracted
1784730295.468,0.2133,-33.5,23.3,22,0,Distracted
1784730295.669,0.2107,-33.4,25.3,22,0,Distracted
1784730295.858,0.1499,-37.2,28.0,22,5,Distracted
1784730296.053,0.201,-41.3,30.3,22,0,Distracted
1784730296.258,0.2105,-43.8,29.6,24,0,Distracted
1784730296.415,0.1494,-49.0,33.6,24,5,Distracted
1784730296.59,0.1976,-48.9,34.3,24,10,Distracted
1784730296.745,0.1954,-50.7,35.1,24,2,Distracted
1784730296.884,0.1943,-55.2,31.2,24,1,Distracted
1784730297.07,0.2384,-50.5,32.2,24,0,Distracted
1784730297.253,0.2135,-58.7,29.4,23,0,Distracted
1784730297.458,0.2067,-57.0,30.9,23,0,Distracted
1784730297.644,0.2429,-52.1,32.9,21,0,Distracted
1784730297.835,0.2307,-50.5,35.1,21,0,Distracted
1784730297.996,0.2457,-48.3,34.4,20,0,Distracted
1784730298.152,0.2233,-46.2,33.3,19,0,Distracted
1784730298.358,0.2551,-45.2,33.1,18,0,Distracted
1784730298.518,0.2145,-45.6,33.2,17,0,Distracted
1784730298.705,0.2133,-45.3,33.0,16,0,Distracted
1784730298.862,0.2022,-46.9,32.3,15,0,Distracted
1784730299.078,0.2421,-49.1,31.8,14,0,Distracted
1784730299.271,0.2471,-50.2,30.2,12,0,Distracted
1784730299.431,0.2128,-50.4,30.1,12,0,Distracted
1784730299.61,0.1836,-53.8,25.9,13,3,Distracted
1784730299.766,0.1913,-50.7,19.2,14,1,Distracted
1784730299.952,0.1773,-46.6,13.6,15,1,Distracted
1784730300.116,0.2319,-44.0,15.3,14,0,Distracted
1784730300.301,0.2222,-44.8,18.4,13,0,Distracted
1784730300.485,0.0754,-48.5,21.9,11,2,Distracted
1784730300.648,0.1821,-44.7,25.0,11,7,Distracted
1784730300.854,0.2215,-43.5,26.3,11,0,Distracted
1784730301.021,0.2522,-43.1,28.8,11,0,Distracted
1784730301.185,0.2358,-40.3,29.7,9,0,Distracted
1784730301.361,0.2317,-37.4,30.2,8,0,Distracted
1784730301.528,0.2436,-36.2,29.9,8,0,Distracted
1784730301.715,0.2401,-36.2,28.1,8,0,Distracted
1784730301.879,0.2504,-37.6,27.3,7,0,Distracted
1784730302.069,0.2724,-37.4,18.3,6,0,Distracted
1784730302.273,0.2794,-8.7,-24.6,6,0,Distracted
1784730302.451,0.2775,-9.7,-24.2,6,0,Distracted
1784730302.66,0.2656,-9.9,-25.3,5,0,Distracted
1784730302.834,0.2679,-32.1,3.5,5,0,Distracted
1784730302.988,0.2608,-14.5,-27.5,5,0,Distracted
1784730303.162,0.2768,-14.5,-29.0,5,0,Distracted
1784730303.34,0.2977,-14.7,-31.4,5,0,Distracted
1784730303.531,0.2821,-15.3,-32.6,5,0,Distracted
1784730303.718,0.1863,-14.3,-35.1,5,2,Distracted
1784730303.862,0.2401,-16.7,-39.8,6,0,Distracted
1784730304.069,0.1828,-18.6,-43.6,6,1,Distracted
1784730304.232,0.2175,-16.6,-45.5,7,0,Distracted
1784730304.397,0.2558,-15.6,-47.6,7,0,Distracted
1784730304.563,0.1883,-15.0,-45.7,5,2,Distracted
1784730304.692,0.1553,-15.4,-42.7,7,2,Distracted
1784730304.874,0.2356,-15.2,-41.2,6,0,Distracted
1784730305.047,0.2881,-19.0,-39.7,5,0,Distracted
1784730305.202,0.2682,-18.7,-34.1,5,0,Distracted
1784730305.414,0.2739,-29.6,2.9,5,0,Distracted
1784730305.591,0.2558,-32.4,3.6,5,0,Distracted
1784730305.781,0.2731,-33.8,4.5,5,0,Distracted
1784730305.952,0.2735,-35.5,6.1,5,0,Distracted
1784730306.116,0.262,-35.1,5.3,5,0,Distracted
1784730306.296,0.2601,-36.3,6.1,5,0,Distracted
1784730306.483,0.269,-35.0,5.9,5,0,Distracted
1784730306.656,0.2673,-33.5,5.6,5,0,Distracted
1784730306.82,0.2559,-31.7,5.7,5,0,Distracted
1784730307.03,0.2361,-30.0,6.9,5,0,Distracted
1784730307.206,0.2274,-10.3,-27.1,6,0,Distracted
1784730307.381,0.2729,-3.6,-22.1,6,0,Distracted
1784730307.56,0.1266,0.5,-12.6,6,1,Distracted
1784730307.751,0.1142,0.9,-12.8,6,6,Distracted
1784730307.924,0.1398,4.7,-13.5,6,11,Distracted
1784730308.112,0.1016,5.0,-13.6,6,16,Distracted
1784730308.271,0.1095,3.1,-15.5,6,21,Distracted
1784730308.447,0.1193,3.9,-15.0,6,26,Distracted
1784730308.601,0.2091,8.6,0.4,6,0,Distracted
1784730308.787,0.259,2.3,14.1,6,0,Distracted
1784730308.963,0.2623,-2.3,22.1,5,0,Distracted
1784730309.143,0.2743,-8.3,29.7,4,0,Distracted
1784730309.362,0.3615,-40.1,38.9,4,0,Distracted
1784730309.538,0.3839,-41.7,42.5,4,0,Distracted
1784730309.713,0.3968,-43.5,42.5,2,0,Distracted
1784730309.881,0.3715,-43.3,42.1,1,0,Distracted
1784730310.023,0.2008,-44.2,41.3,1,0,Distracted
1784730310.182,0.2487,-45.7,31.6,2,0,Distracted
1784730310.372,0.2624,-41.5,25.8,2,0,Distracted
1784730310.535,0.2848,-41.0,19.9,2,0,Distracted
1784730310.703,0.2743,-41.8,18.0,2,0,Distracted
1784730310.844,0.2503,-41.7,14.8,2,0,Distracted
1784730311.046,0.2784,-37.9,11.5,2,0,Distracted
1784730311.198,0.2595,-36.1,9.2,2,0,Distracted
1784730311.375,0.2749,-38.4,8.0,2,0,Distracted
1784730311.527,0.2744,-42.1,9.2,2,0,Distracted
1784730311.718,0.2396,-45.1,9.9,2,0,Distracted
1784730311.91,0.2621,-44.4,10.1,2,0,Distracted
1784730312.081,0.2414,-48.2,12.9,2,0,Distracted
1784730312.233,0.2427,-50.1,13.0,1,0,Distracted
1784730312.426,0.2023,-46.2,12.7,1,0,Distracted
1784730312.604,0.2404,-41.2,13.8,1,0,Distracted
1784730312.791,0.0779,-41.1,24.4,1,4,Distracted
1784730312.98,0.2662,-18.8,53.5,2,0,Distracted
1784730313.151,0.3557,-19.5,60.9,2,0,Distracted
1784730313.316,0.4284,-21.5,65.1,2,0,Distracted
1784730313.514,0.2903,-58.3,50.4,2,0,Distracted
1784730313.684,0.7238,-15.2,75.4,2,0,Distracted
1784730313.891,0.4701,-20.1,67.0,2,0,Distracted
1784730314.116,0.3888,-21.1,68.9,2,0,Distracted
1784730314.307,0.3455,-24.7,62.2,2,0,Distracted
1784730314.503,0.3714,-24.2,61.0,2,0,Distracted
1784730314.649,0.2998,-54.4,60.1,2,0,Distracted
1784730314.817,0.1938,-58.9,51.5,2,1,Distracted
1784730314.978,0.1986,-48.5,51.2,4,1,Distracted
1784730315.155,0.2224,-60.9,32.2,5,0,Distracted
1784730315.302,0.2051,-63.0,21.6,6,0,Distracted
1784730315.498,0.2148,-60.2,10.5,6,0,Distracted
1784730315.747,0.1319,-59.7,11.4,6,4,Distracted
1784730315.89,0.16,-54.0,11.7,6,9,Distracted
1784730316.054,0.1165,-49.6,12.9,6,14,Distracted
1784730316.258,0.2254,-46.4,12.2,7,0,Distracted
1784730316.488,0.2441,-43.6,12.8,7,0,Distracted
1784730316.677,0.2651,-45.3,11.3,7,0,Distracted
1784730316.832,0.2565,-45.5,11.4,7,0,Distracted
1784730317.043,0.2082,-49.7,13.5,7,0,Distracted
1784730317.201,0.2277,-51.6,14.5,7,0,Distracted
1784730317.35,0.2166,-46.6,14.0,8,0,Distracted
1784730317.552,0.1787,-45.4,16.6,8,2,Distracted
1784730317.78,0.2294,-40.7,16.1,9,0,Distracted
1784730317.955,0.2369,-39.8,15.8,8,0,Distracted
1784730318.131,0.2366,-40.9,15.7,8,0,Distracted
1784730318.307,0.2019,-39.8,17.2,8,0,Distracted
1784730318.499,0.2103,-38.9,16.5,8,0,Distracted
1784730318.664,0.2227,-37.7,16.6,8,0,Distracted
1784730318.858,0.225,-37.6,15.2,8,0,Distracted
1784730319.027,0.2284,-37.5,15.9,8,0,Distracted
1784730319.193,0.1842,-39.1,16.7,8,1,Distracted
1784730319.381,0.2293,-41.8,19.4,9,0,Distracted
1784730319.541,0.2089,-44.2,16.3,10,0,Distracted
1784730319.717,0.2234,-43.4,17.1,10,0,Distracted
1784730319.886,0.282,-29.8,19.1,9,0,Distracted
1784730320.1,0.2843,-23.2,19.2,7,0,Distracted
1784730320.292,0.2817,-2.1,12.6,6,0,Distracted
1784730320.476,0.3036,-4.2,14.4,5,0,Distracted
1784730320.649,0.2813,-22.7,23.5,5,0,Distracted
1784730320.818,0.2985,-29.2,28.7,5,0,Distracted
1784730320.965,0.2569,-32.1,32.8,5,0,Distracted
1784730321.157,0.1712,-42.9,40.3,5,5,Distracted
1784730321.315,0.4287,-28.2,56.1,5,0,Distracted
1784730321.499,0.3332,-29.4,57.2,5,0,Distracted
1784730321.673,0.3132,-44.1,45.1,5,0,Distracted
1784730321.852,0.1819,-24.6,63.5,5,1,Distracted
1784730322.022,0.2911,-22.1,56.1,6,0,Distracted
1784730322.199,0.2702,-33.1,27.0,6,0,Distracted
1784730322.363,0.2446,-34.8,22.5,5,0,Distracted
1784730322.527,0.2363,-40.6,19.9,6,0,Distracted
1784730322.772,0.2419,-40.1,21.4,5,0,Distracted
1784730322.927,0.2875,-39.9,17.0,5,0,Distracted
1784730323.105,0.2747,-40.7,17.2,5,0,Distracted
1784730323.264,0.2379,-41.9,15.8,5,0,Distracted
1784730323.432,0.2413,-45.2,11.7,5,0,Distracted
1784730323.586,0.2717,-42.0,10.4,5,0,Distracted
1784730323.751,0.2181,-41.1,13.1,5,0,Distracted
1784730323.921,0.2138,-42.7,14.9,6,0,Distracted
1784730324.078,0.2507,-41.9,17.6,6,0,Distracted
1784730324.255,0.2565,-41.9,16.2,6,0,Distracted
1784730324.401,0.2517,-42.5,19.4,5,0,Distracted
1784730324.586,0.0541,-40.1,19.5,4,2,Distracted
1784730324.777,0.0971,-37.4,17.8,4,7,Distracted
1784730324.937,0.2058,-35.5,18.8,4,0,Distracted
1784730325.153,0.2339,-27.0,22.4,4,0,Distracted
1784730325.365,0.2322,-22.2,23.2,4,0,Distracted
1784730325.546,0.2303,-2.3,5.7,4,0,Distracted
1784730325.791,0.2586,-3.4,0.2,4,0,Distracted
1784730325.972,0.086,-26.1,23.1,4,1,Distracted
1784730326.134,0.1907,-29.0,21.2,4,6,Distracted
1784730326.301,0.234,-36.0,23.4,4,0,Distracted
1784730326.47,0.1106,-39.3,23.2,4,1,Distracted
1784730326.626,0.1557,-42.7,24.8,4,6,Distracted
1784730326.788,0.1773,-45.3,23.8,4,11,Distracted
1784730326.96,0.1813,-48.3,24.5,3,16,Distracted
1784730327.138,0.1718,-49.4,20.9,3,21,Distracted
1784730327.303,0.2371,-51.3,20.4,3,0,Distracted
1784730327.469,0.2286,-49.4,18.9,3,0,Distracted
1784730327.621,0.2037,-47.5,20.8,2,0,Distracted
1784730327.803,0.2369,-44.3,21.4,2,0,Distracted
1784730327.972,0.2025,-44.0,18.3,2,0,Distracted
1784730328.164,0.2374,-39.2,13.1,3,0,Distracted
1784730328.358,0.2377,-34.0,11.7,3,0,Distracted
1784730328.546,0.2657,-32.6,11.0,3,0,Distracted
1784730328.72,0.265,-33.9,13.1,3,0,Distracted
1784730328.906,0.2498,-35.1,11.8,2,0,Distracted
1784730329.077,0.2442,-38.4,11.6,2,0,Distracted
1784730329.238,0.1415,-42.7,8.1,2,2,Distracted
1784730329.386,0.2447,-44.3,-3.5,3,0,Distracted
1784730329.538,0.3124,-32.7,-36.1,3,0,Distracted
1784730329.711,0.2577,-29.9,-42.8,3,0,Distracted
1784730329.892,0.2443,-33.6,-44.3,3,0,Distracted
1784730330.07,0.1745,-20.1,-53.2,3,5,Distracted
1784730330.242,0.2624,-19.7,-55.2,4,0,Distracted
1784730330.41,0.3307,-23.8,-61.7,4,0,Distracted
1784730330.572,0.2643,-35.6,-59.0,4,0,Distracted
1784730330.745,0.213,-30.9,-58.3,4,0,Distracted
1784730330.97,0.1905,-31.4,-58.6,4,1,Distracted
1784730331.131,0.2536,-35.0,-59.7,5,0,Distracted
1784730331.298,0.1853,-31.8,-58.0,5,1,Distracted
1784730331.484,0.1944,-29.6,-58.5,6,2,Distracted
1784730331.666,0.3085,-22.3,-58.6,7,0,Distracted
1784730331.809,0.3103,-21.5,-59.5,7,0,Distracted
1784730332.021,0.2667,-21.7,-59.1,7,0,Distracted
1784730332.148,0.3306,-26.8,-60.1,7,0,Distracted
1784730332.323,0.3027,-28.4,-55.8,7,0,Distracted
1784730332.515,0.3352,-29.7,-50.9,7,0,Distracted
1784730332.703,0.2533,-41.8,-8.3,7,0,Distracted
1784730332.922,0.1363,-40.9,-2.3,7,1,Distracted
1784730333.125,0.1633,-42.2,5.0,6,6,Distracted
1784730333.287,0.2588,-38.5,12.7,7,0,Distracted
1784730333.503,0.2925,-34.3,29.4,7,0,Distracted
1784730333.687,0.2985,-31.6,31.7,7,0,Distracted
1784730333.848,0.2989,-31.2,22.0,7,0,Distracted
1784730334.02,0.2304,-42.3,3.1,7,0,Distracted
1784730334.193,0.3376,-25.1,-51.3,7,0,Distracted
1784730334.386,0.3458,-23.5,-56.3,6,0,Distracted
1784730334.576,0.4496,-20.5,-63.3,6,0,Distracted
1784730334.787,0.3719,-21.9,-65.0,6,0,Distracted
1784730334.957,0.4038,-25.9,-64.8,6,0,Distracted
1784730335.124,0.3996,-27.3,-61.6,6,0,Distracted
1784730335.316,0.2527,-27.9,-63.5,5,0,Distracted
1784730335.482,0.2581,-24.5,-54.9,6,0,Distracted
1784730335.65,0.2629,-42.0,-5.2,6,0,Distracted
1784730335.819,0.2228,-40.7,27.8,6,0,Distracted
1784730335.989,0.2908,-34.4,42.0,6,0,Distracted
1784730336.159,0.3343,-18.6,46.2,5,0,Distracted
1784730336.335,0.3464,-18.7,47.3,4,0,Distracted
1784730336.526,0.3133,-18.3,45.0,2,0,Distracted
1784730336.724,0.2907,-18.2,39.9,2,0,Distracted
1784730336.904,0.321,-29.8,37.2,2,0,Distracted
1784730337.081,0.2999,-29.1,28.3,2,0,Distracted
1784730337.237,0.2776,-26.1,21.9,2,0,Distracted
1784730337.405,0.2722,-26.1,22.2,2,0,Distracted
1784730337.553,0.2793,-26.4,23.5,2,0,Distracted
1784730337.755,0.3246,-29.6,24.8,2,0,Distracted
1784730337.987,0.1812,-33.4,24.6,2,2,Distracted
1784730338.245,0.2859,-38.6,22.7,2,0,Distracted
1784730338.413,0.2866,-36.0,22.2,2,0,Distracted
1784730338.595,0.2848,-32.9,21.3,2,0,Distracted
1784730338.755,0.2384,-31.0,20.7,2,0,Distracted
1784730338.947,0.2376,-28.6,17.5,2,0,Distracted
1784730339.11,0.2328,-6.4,0.4,3,0,Distracted
1784730339.331,0.2847,-31.6,14.1,3,0,Distracted
1784730339.5,0.2837,-33.5,13.5,3,0,Distracted
1784730339.687,0.2581,-33.6,11.4,3,0,Distracted
1784730339.85,0.272,-35.8,9.8,3,0,Distracted
1784730340.026,0.2747,-33.4,9.0,3,0,Distracted
1784730340.194,0.2673,-34.5,6.6,3,0,Distracted
1784730340.339,0.2615,-33.3,4.5,3,0,Distracted
1784730340.509,0.2622,-32.7,2.4,2,0,Distracted
1784730340.683,0.3084,-30.2,1.2,2,0,Distracted
1784730340.816,0.2773,-30.1,-0.1,2,0,Distracted
1784730341.027,0.2944,-26.9,-1.9,2,0,Distracted
1784730341.253,0.2837,-26.5,-2.4,2,0,Distracted
1784730341.447,0.2893,-26.3,-2.9,2,0,Distracted
1784730341.623,0.2175,-33.2,-2.4,2,0,Distracted
1784730341.808,0.1932,-36.0,-1.4,3,1,Distracted
1784730341.97,0.1991,-35.5,-2.9,4,1,Distracted
1784730342.211,0.211,-37.6,-1.4,5,0,Distracted
1784730342.365,0.2308,-36.2,-2.5,5,0,Distracted
1784730342.538,0.2132,-34.8,-0.2,5,0,Distracted
1784730342.716,0.1802,-34.4,-0.5,5,2,Distracted
1784730342.887,0.0739,-33.1,2.2,6,1,Distracted
1784730343.075,0.2621,-11.7,-7.0,6,0,Distracted
1784730343.239,0.2604,-6.0,-4.3,6,0,Distracted
1784730343.388,0.2577,-5.1,-0.5,6,0,Distracted
1784730343.545,0.0615,-18.9,6.0,6,3,Distracted
1784730343.742,0.145,-16.4,15.5,6,8,Distracted
1784730343.893,0.1077,-29.4,29.1,7,1,Distracted
1784730344.08,0.0853,-30.9,30.2,7,6,Distracted
1784730344.246,0.199,-35.7,29.7,6,11,Distracted
1784730344.468,0.2524,-40.0,24.0,6,0,Distracted
1784730344.641,0.2438,-41.5,20.7,6,0,Distracted
1784730344.817,0.2624,-40.3,16.8,6,0,Distracted
1784730344.982,0.2485,-38.7,15.8,6,0,Distracted
1784730345.177,0.2549,-38.2,13.4,6,0,Distracted
1784730345.346,0.1747,-34.5,9.9,6,2,Distracted
1784730345.515,0.1494,-34.4,8.3,6,7,Distracted
1784730345.698,0.1309,-33.6,7.8,6,12,Distracted
1784730345.915,0.1026,-31.1,7.7,6,17,Distracted
1784730346.092,0.203,-25.8,0.7,6,0,Distracted
1784730346.221,0.2383,-5.1,-5.2,6,0,Distracted
1784730346.397,0.2866,-20.0,1.6,6,0,Distracted
1784730346.577,0.2861,-18.0,0.6,6,0,Distracted
1784730346.744,0.2865,-21.7,1.1,5,0,Distracted
1784730346.918,0.0906,-25.0,1.4,4,4,Distracted
1784730347.085,0.2607,-24.5,1.3,4,0,Distracted
1784730347.259,0.2756,-29.1,2.7,4,0,Distracted
1784730347.42,0.0516,-37.2,4.3,4,1,Distracted
1784730347.585,0.2521,-37.6,6.4,5,0,Distracted
1784730347.751,0.267,-39.1,5.5,5,0,Distracted
1784730347.915,0.2951,-39.0,4.1,4,0,Distracted
1784730348.095,0.2893,-37.8,4.8,3,0,Distracted
1784730348.281,0.2981,-37.7,5.2,3,0,Distracted
1784730348.464,0.2724,-34.7,6.2,3,0,Distracted
1784730348.672,0.2705,-31.9,5.8,3,0,Distracted
1784730348.843,0.2579,-30.3,5.5,2,0,Distracted
1784730349.01,0.2626,-27.3,5.7,2,0,Distracted
1784730349.164,0.2613,-25.6,5.7,2,0,Distracted
1784730349.35,0.2308,-5.6,10.0,2,0,Distracted
1784730349.514,0.1033,-27.0,8.1,2,4,Distracted
1784730349.677,0.2593,-27.1,6.5,3,0,Distracted
1784730349.851,0.2655,-26.6,9.5,3,0,Distracted
1784730350.02,0.2751,-27.6,18.6,3,0,Distracted
